,ano,pais,quantidade_exportacao,valor_exportacao,us$/l
1,2010,Afeganistao,0,0,0.0
2,2011,Afeganistao,0,0,0.0
3,2012,Afeganistao,0,0,0.0
4,2013,Afeganistao,0,0,0.0
5,2014,Afeganistao,0,0,0.0
6,2015,Afeganistao,0,0,0.0
7,2016,Afeganistao,0,0,0.0
8,2017,Afeganistao,0,0,0.0
9,2018,Afeganistao,0,0,0.0
10,2019,Afeganistao,0,0,0.0
11,2020,Afeganistao,0,0,0.0
12,2021,Afeganistao,11,46,4.181818181818182
13,2022,Afeganistao,0,0,0.0
14,2023,Afeganistao,0,0,0.0
15,2024,Afeganistao,0,0,0.0
17,2010,Africa do Sul,0,0,0.0
18,2011,Africa do Sul,0,0,0.0
19,2012,Africa do Sul,0,0,0.0
20,2013,Africa do Sul,0,0,0.0
21,2014,Africa do Sul,0,0,0.0
22,2015,Africa do Sul,0,0,0.0
23,2016,Africa do Sul,0,0,0.0
24,2017,Africa do Sul,0,0,0.0
25,2018,Africa do Sul,0,0,0.0
26,2019,Africa do Sul,26,95,3.6538461538461537
27,2020,Africa do Sul,4,21,5.25
28,2021,Africa do Sul,0,0,0.0
29,2022,Africa do Sul,0,0,0.0
30,2023,Africa do Sul,117,698,5.965811965811966
31,2024,Africa do Sul,103,1783,17.310679611650485
33,2010,Alemanha,27715,138666,5.003283420530399
34,2011,Alemanha,36070,144150,3.996395896867203
35,2012,Alemanha,8189,56342,6.880205153254366
36,2013,Alemanha,61699,265978,4.310896448888961
37,2014,Alemanha,213348,761653,3.5700029997937643
38,2015,Alemanha,10680,44780,4.192883895131086
39,2016,Alemanha,14012,68109,4.860762203825293
40,2017,Alemanha,15467,87702,5.670265727031745
41,2018,Alemanha,10794,45382,4.204372799703539
42,2019,Alemanha,3660,25467,6.9581967213114755
43,2020,Alemanha,6261,32605,5.207634563168823
44,2021,Alemanha,2698,6741,2.498517420311342
45,2022,Alemanha,7630,45367,5.945871559633027
46,2023,Alemanha,4806,31853,6.6277569704536
47,2024,Alemanha,6666,48095,7.2149714971497145
49,2010,Angola,33557,189891,5.6587597222636115
50,2011,Angola,13889,69001,4.968032255741954
51,2012,Angola,2833,8861,3.1277797387927992
52,2013,Angola,1573,9300,5.912269548633185
53,2014,Angola,12182,23124,1.8982104744705304
54,2015,Angola,1908,17089,8.95649895178197
55,2016,Angola,7359,35390,4.8090773202880825
56,2017,Angola,10170,61680,6.064896755162242
57,2018,Angola,477,709,1.4863731656184487
58,2019,Angola,345,1065,3.0869565217391304
59,2020,Angola,0,0,0.0
60,2021,Angola,0,0,0.0
61,2022,Angola,4068,4761,1.170353982300885
62,2023,Angola,0,0,0.0
63,2024,Angola,0,0,0.0
65,2010,Anguilla,0,0,0.0
66,2011,Anguilla,0,0,0.0
67,2012,Anguilla,0,0,0.0
68,2013,Anguilla,0,0,0.0
69,2014,Anguilla,0,0,0.0
70,2015,Anguilla,0,0,0.0
71,2016,Anguilla,0,0,0.0
72,2017,Anguilla,0,0,0.0
73,2018,Anguilla,0,0,0.0
74,2019,Anguilla,0,0,0.0
75,2020,Anguilla,0,0,0.0
76,2021,Anguilla,0,0,0.0
77,2022,Anguilla,0,0,0.0
78,2023,Anguilla,0,0,0.0
79,2024,Anguilla,0,0,0.0
81,2010,Antigua e Barbuda,0,0,0.0
82,2011,Antigua e Barbuda,0,0,0.0
83,2012,Antigua e Barbuda,0,0,0.0
84,2013,Antigua e Barbuda,0,0,0.0
85,2014,Antigua e Barbuda,0,0,0.0
86,2015,Antigua e Barbuda,0,0,0.0
87,2016,Antigua e Barbuda,0,0,0.0
88,2017,Antigua e Barbuda,0,0,0.0
89,2018,Antigua e Barbuda,37,191,5.162162162162162
90,2019,Antigua e Barbuda,219,1549,7.073059360730594
91,2020,Antigua e Barbuda,624,1864,2.9871794871794872
92,2021,Antigua e Barbuda,805,2268,2.8173913043478263
93,2022,Antigua e Barbuda,419,1866,4.4534606205250595
94,2023,Antigua e Barbuda,383,1848,4.825065274151436
95,2024,Antigua e Barbuda,447,3329,7.447427293064877
97,2010,Antilhas Holandesas,9810,12808,1.3056065239551478
98,2011,Antilhas Holandesas,7335,10188,1.388957055214724
99,2012,Antilhas Holandesas,9247,14081,1.5227641397209906
100,2013,Antilhas Holandesas,11281,19565,1.7343320627603935
101,2014,Antilhas Holandesas,4455,7169,1.609203142536476
102,2015,Antilhas Holandesas,6660,10545,1.5833333333333333
103,2016,Antilhas Holandesas,16641,26450,1.5894477495342827
104,2017,Antilhas Holandesas,5400,8550,1.5833333333333333
105,2018,Antilhas Holandesas,0,0,0.0
106,2019,Antilhas Holandesas,0,0,0.0
107,2020,Antilhas Holandesas,0,0,0.0
108,2021,Antilhas Holandesas,0,0,0.0
109,2022,Antilhas Holandesas,0,0,0.0
110,2023,Antilhas Holandesas,0,0,0.0
111,2024,Antilhas Holandesas,0,0,0.0
113,2010,Arabia Saudita,0,0,0.0
114,2011,Arabia Saudita,0,0,0.0
115,2012,Arabia Saudita,0,0,0.0
116,2013,Arabia Saudita,0,0,0.0
117,2014,Arabia Saudita,0,0,0.0
118,2015,Arabia Saudita,0,0,0.0
119,2016,Arabia Saudita,0,0,0.0
120,2017,Arabia Saudita,0,0,0.0
121,2018,Arabia Saudita,0,0,0.0
122,2019,Arabia Saudita,0,0,0.0
123,2020,Arabia Saudita,0,0,0.0
124,2021,Arabia Saudita,0,0,0.0
125,2022,Arabia Saudita,0,0,0.0
126,2023,Arabia Saudita,124,142,1.1451612903225807
127,2024,Arabia Saudita,32,54,1.6875
129,2010,Argelia,0,0,0.0
130,2011,Argelia,0,0,0.0
131,2012,Argelia,0,0,0.0
132,2013,Argelia,0,0,0.0
133,2014,Argelia,0,0,0.0
134,2015,Argelia,0,0,0.0
135,2016,Argelia,0,0,0.0
136,2017,Argelia,0,0,0.0
137,2018,Argelia,0,0,0.0
138,2019,Argelia,0,0,0.0
139,2020,Argelia,0,0,0.0
140,2021,Argelia,0,0,0.0
141,2022,Argelia,0,0,0.0
142,2023,Argelia,0,0,0.0
143,2024,Argelia,6,87,14.5
145,2010,Argentina,0,0,0.0
146,2011,Argentina,13253,55460,4.184712895193541
147,2012,Argentina,0,0,0.0
148,2013,Argentina,0,0,0.0
149,2014,Argentina,20385,95130,4.666666666666667
150,2015,Argentina,0,0,0.0
151,2016,Argentina,0,0,0.0
152,2017,Argentina,0,0,0.0
153,2018,Argentina,15711,59150,3.764878110877729
154,2019,Argentina,0,0,0.0
155,2020,Argentina,1015,4176,4.114285714285714
156,2021,Argentina,6,13,2.1666666666666665
157,2022,Argentina,480,3232,6.733333333333333
158,2023,Argentina,4545,36133,7.95005500550055
159,2024,Argentina,21015,167696,7.979823935284321
161,2010,Aruba,0,0,0.0
162,2011,Aruba,900,1680,1.8666666666666667
163,2012,Aruba,0,0,0.0
164,2013,Aruba,0,0,0.0
165,2014,Aruba,450,755,1.6777777777777778
166,2015,Aruba,0,0,0.0
167,2016,Aruba,0,0,0.0
168,2017,Aruba,0,0,0.0
169,2018,Aruba,0,0,0.0
170,2019,Aruba,0,0,0.0
171,2020,Aruba,0,0,0.0
172,2021,Aruba,0,0,0.0
173,2022,Aruba,0,0,0.0
174,2023,Aruba,0,0,0.0
175,2024,Aruba,0,0,0.0
177,2010,Australia,1823,17960,9.851892484914975
178,2011,Australia,3632,40704,11.20704845814978
179,2012,Australia,9345,56045,5.997324772605672
180,2013,Australia,16707,101715,6.088166636739091
181,2014,Australia,6308,43709,6.929137603043754
182,2015,Australia,7437,48011,6.45569450047062
183,2016,Australia,1954,13799,7.061924257932446
184,2017,Australia,1350,7500,5.555555555555555
185,2018,Australia,2055,6902,3.3586374695863745
186,2019,Australia,1161,4682,4.032730404823428
187,2020,Australia,1013,3413,3.3692003948667324
188,2021,Australia,705,4034,5.721985815602837
189,2022,Australia,1424,12299,8.63693820224719
190,2023,Australia,2485,13565,5.458752515090543
191,2024,Australia,2070,19152,9.252173913043478
193,2010,Austria,0,0,0.0
194,2011,Austria,0,0,0.0
195,2012,Austria,0,0,0.0
196,2013,Austria,0,0,0.0
197,2014,Austria,0,0,0.0
198,2015,Austria,0,0,0.0
199,2016,Austria,675,5220,7.733333333333333
200,2017,Austria,0,0,0.0
201,2018,Austria,0,0,0.0
202,2019,Austria,0,0,0.0
203,2020,Austria,0,0,0.0
204,2021,Austria,0,0,0.0
205,2022,Austria,6,212,35.333333333333336
206,2023,Austria,0,0,0.0
207,2024,Austria,0,0,0.0
209,2010,Bahamas,3175,12759,4.018582677165354
210,2011,Bahamas,4529,28810,6.361227644071539
211,2012,Bahamas,1374,12087,8.796943231441048
212,2013,Bahamas,581,5145,8.855421686746988
213,2014,Bahamas,0,0,0.0
214,2015,Bahamas,0,0,0.0
215,2016,Bahamas,0,0,0.0
216,2017,Bahamas,0,0,0.0
217,2018,Bahamas,141,634,4.49645390070922
218,2019,Bahamas,791,3124,3.9494310998735775
219,2020,Bahamas,1212,3703,3.0552805280528053
220,2021,Bahamas,1083,4567,4.216989843028625
221,2022,Bahamas,1215,5799,4.77283950617284
222,2023,Bahamas,1348,7402,5.491097922848665
223,2024,Bahamas,1632,7457,4.5692401960784315
225,2010,Bangladesh,0,0,0.0
226,2011,Bangladesh,0,0,0.0
227,2012,Bangladesh,0,0,0.0
228,2013,Bangladesh,0,0,0.0
229,2014,Bangladesh,0,0,0.0
230,2015,Bangladesh,0,0,0.0
231,2016,Bangladesh,0,0,0.0
232,2017,Bangladesh,0,0,0.0
233,2018,Bangladesh,0,0,0.0
234,2019,Bangladesh,0,0,0.0
235,2020,Bangladesh,3,29,9.666666666666666
236,2021,Bangladesh,2,20,10.0
237,2022,Bangladesh,7,84,12.0
238,2023,Bangladesh,0,0,0.0
239,2024,Bangladesh,0,0,0.0
241,2010,Barbados,0,0,0.0
242,2011,Barbados,0,0,0.0
243,2012,Barbados,0,0,0.0
244,2013,Barbados,0,0,0.0
245,2014,Barbados,0,0,0.0
246,2015,Barbados,0,0,0.0
247,2016,Barbados,0,0,0.0
248,2017,Barbados,0,0,0.0
249,2018,Barbados,0,0,0.0
250,2019,Barbados,36,394,10.944444444444445
251,2020,Barbados,143,169,1.1818181818181819
252,2021,Barbados,216,844,3.9074074074074074
253,2022,Barbados,220,1145,5.204545454545454
254,2023,Barbados,58,303,5.224137931034483
255,2024,Barbados,773,580,0.7503234152652005
257,2010,Barein,0,0,0.0
258,2011,Barein,0,0,0.0
259,2012,Barein,0,0,0.0
260,2013,Barein,0,0,0.0
261,2014,Barein,0,0,0.0
262,2015,Barein,0,0,0.0
263,2016,Barein,0,0,0.0
264,2017,Barein,0,0,0.0
265,2018,Barein,0,0,0.0
266,2019,Barein,482,2144,4.448132780082988
267,2020,Barein,8,28,3.5
268,2021,Barein,302,894,2.9602649006622515
269,2022,Barein,979,2789,2.8488253319713994
270,2023,Barein,283,1684,5.950530035335689
271,2024,Barein,178,1044,5.865168539325842
273,2010,Belgica,42532,185411,4.35932944606414
274,2011,Belgica,11802,62339,5.282070835451618
275,2012,Belgica,16132,90718,5.623481279444582
276,2013,Belgica,22461,95893,4.269311250612172
277,2014,Belgica,151320,704093,4.653006872852234
278,2015,Belgica,4473,26399,5.901855577911916
279,2016,Belgica,7200,46534,6.463055555555556
280,2017,Belgica,2790,16405,5.879928315412187
281,2018,Belgica,7497,52799,7.042683740162731
282,2019,Belgica,2498,12548,5.023218574859888
283,2020,Belgica,3166,20460,6.462413139608339
284,2021,Belgica,483,3749,7.761904761904762
285,2022,Belgica,828,6145,7.421497584541063
286,2023,Belgica,95,683,7.189473684210526
287,2024,Belgica,960,8334,8.68125
289,2010,Belize,0,0,0.0
290,2011,Belize,0,0,0.0
291,2012,Belize,0,0,0.0
292,2013,Belize,0,0,0.0
293,2014,Belize,0,0,0.0
294,2015,Belize,0,0,0.0
295,2016,Belize,0,0,0.0
296,2017,Belize,0,0,0.0
297,2018,Belize,0,0,0.0
298,2019,Belize,9,29,3.2222222222222223
299,2020,Belize,0,0,0.0
300,2021,Belize,0,0,0.0
301,2022,Belize,0,0,0.0
302,2023,Belize,0,0,0.0
303,2024,Belize,0,0,0.0
305,2010,Benin,0,0,0.0
306,2011,Benin,0,0,0.0
307,2012,Benin,0,0,0.0
308,2013,Benin,0,0,0.0
309,2014,Benin,0,0,0.0
310,2015,Benin,0,0,0.0
311,2016,Benin,5040,20333,4.0343253968253965
312,2017,Benin,0,0,0.0
313,2018,Benin,0,0,0.0
314,2019,Benin,9,9,1.0
315,2020,Benin,0,0,0.0
316,2021,Benin,0,0,0.0
317,2022,Benin,0,0,0.0
318,2023,Benin,0,0,0.0
319,2024,Benin,0,0,0.0
321,2010,Bermudas,0,0,0.0
322,2011,Bermudas,0,0,0.0
323,2012,Bermudas,0,0,0.0
324,2013,Bermudas,0,0,0.0
325,2014,Bermudas,0,0,0.0
326,2015,Bermudas,0,0,0.0
327,2016,Bermudas,0,0,0.0
328,2017,Bermudas,0,0,0.0
329,2018,Bermudas,0,0,0.0
330,2019,Bermudas,0,0,0.0
331,2020,Bermudas,0,0,0.0
332,2021,Bermudas,0,0,0.0
333,2022,Bermudas,0,0,0.0
334,2023,Bermudas,16,153,9.5625
335,2024,Bermudas,102,823,8.068627450980392
337,2010,Bolivia,54,282,5.222222222222222
338,2011,Bolivia,12775,20215,1.5823874755381604
339,2012,Bolivia,11868,16804,1.4159083249073139
340,2013,Bolivia,19147,25998,1.357810623074111
341,2014,Bolivia,12534,18303,1.4602680708472953
342,2015,Bolivia,10674,12990,1.2169758291174817
343,2016,Bolivia,13586,16902,1.2440747828647136
344,2017,Bolivia,9495,23085,2.4312796208530805
345,2018,Bolivia,21566,57424,2.66270982101456
346,2019,Bolivia,0,0,0.0
347,2020,Bolivia,9900,16025,1.6186868686868687
348,2021,Bolivia,5850,8360,1.429059829059829
349,2022,Bolivia,32530,49011,1.5066400245926836
350,2023,Bolivia,21926,36950,1.6852139013043874
351,2024,Bolivia,20334,30293,1.489770827185994
353,2010,Bosnia-Herzegovina,0,0,0.0
354,2011,Bosnia-Herzegovina,0,0,0.0
355,2012,Bosnia-Herzegovina,0,0,0.0
356,2013,Bosnia-Herzegovina,0,0,0.0
357,2014,Bosnia-Herzegovina,0,0,0.0
358,2015,Bosnia-Herzegovina,0,0,0.0
359,2016,Bosnia-Herzegovina,0,0,0.0
360,2017,Bosnia-Herzegovina,0,0,0.0
361,2018,Bosnia-Herzegovina,0,0,0.0
362,2019,Bosnia-Herzegovina,0,0,0.0
363,2020,Bosnia-Herzegovina,45,52,1.1555555555555554
364,2021,Bosnia-Herzegovina,0,0,0.0
365,2022,Bosnia-Herzegovina,0,0,0.0
366,2023,Bosnia-Herzegovina,0,0,0.0
367,2024,Bosnia-Herzegovina,0,0,0.0
369,2010,Brasil,0,0,0.0
370,2011,Brasil,0,0,0.0
371,2012,Brasil,0,0,0.0
372,2013,Brasil,0,0,0.0
373,2014,Brasil,0,0,0.0
374,2015,Brasil,0,0,0.0
375,2016,Brasil,0,0,0.0
376,2017,Brasil,0,0,0.0
377,2018,Brasil,0,0,0.0
378,2019,Brasil,0,0,0.0
379,2020,Brasil,0,0,0.0
380,2021,Brasil,31,46,1.4838709677419355
381,2022,Brasil,2504,952,0.3801916932907348
382,2023,Brasil,0,0,0.0
383,2024,Brasil,96,244,2.5416666666666665
385,2010,Bulgaria,0,0,0.0
386,2011,Bulgaria,0,0,0.0
387,2012,Bulgaria,0,0,0.0
388,2013,Bulgaria,0,0,0.0
389,2014,Bulgaria,0,0,0.0
390,2015,Bulgaria,0,0,0.0
391,2016,Bulgaria,0,0,0.0
392,2017,Bulgaria,117,1579,13.495726495726496
393,2018,Bulgaria,0,0,0.0
394,2019,Bulgaria,0,0,0.0
395,2020,Bulgaria,0,0,0.0
396,2021,Bulgaria,0,0,0.0
397,2022,Bulgaria,5,31,6.2
398,2023,Bulgaria,0,0,0.0
399,2024,Bulgaria,18,184,10.222222222222221
401,2010,Cabo Verde,11991,49366,4.116921024101409
402,2011,Cabo Verde,600,825,1.375
403,2012,Cabo Verde,0,0,0.0
404,2013,Cabo Verde,0,0,0.0
405,2014,Cabo Verde,0,0,0.0
406,2015,Cabo Verde,0,0,0.0
407,2016,Cabo Verde,0,0,0.0
408,2017,Cabo Verde,0,0,0.0
409,2018,Cabo Verde,18,48,2.6666666666666665
410,2019,Cabo Verde,0,0,0.0
411,2020,Cabo Verde,0,0,0.0
412,2021,Cabo Verde,16,124,7.75
413,2022,Cabo Verde,0,0,0.0
414,2023,Cabo Verde,0,0,0.0
415,2024,Cabo Verde,0,0,0.0
417,2010,Camaroes,0,0,0.0
418,2011,Camaroes,0,0,0.0
419,2012,Camaroes,0,0,0.0
420,2013,Camaroes,0,0,0.0
421,2014,Camaroes,0,0,0.0
422,2015,Camaroes,0,0,0.0
423,2016,Camaroes,0,0,0.0
424,2017,Camaroes,1749,7476,4.274442538593482
425,2018,Camaroes,0,0,0.0
426,2019,Camaroes,0,0,0.0
427,2020,Camaroes,0,178,0.0
428,2021,Camaroes,0,0,0.0
429,2022,Camaroes,0,0,0.0
430,2023,Camaroes,0,0,0.0
431,2024,Camaroes,0,0,0.0
433,2010,Canada,0,0,0.0
434,2011,Canada,28906,128076,4.430775617518854
435,2012,Canada,14304,146035,10.209381991051455
436,2013,Canada,25329,174643,6.894982036400964
437,2014,Canada,35082,226875,6.466991619634
438,2015,Canada,24547,118394,4.823155579093168
439,2016,Canada,13711,71096,5.185325650937203
440,2017,Canada,6075,30658,5.046584362139917
441,2018,Canada,5308,20414,3.8458929917106253
442,2019,Canada,1589,6933,4.3631214600377595
443,2020,Canada,1672,8431,5.042464114832536
444,2021,Canada,1172,6157,5.253412969283277
445,2022,Canada,1183,5784,4.889264581572274
446,2023,Canada,11539,42179,3.655342750671635
447,2024,Canada,4320,35179,8.143287037037037
449,2010,Catar,0,0,0.0
450,2011,Catar,0,0,0.0
451,2012,Catar,0,0,0.0
452,2013,Catar,0,0,0.0
453,2014,Catar,0,0,0.0
454,2015,Catar,0,0,0.0
455,2016,Catar,0,0,0.0
456,2017,Catar,13338,81606,6.118308591992802
457,2018,Catar,0,0,0.0
458,2019,Catar,0,0,0.0
459,2020,Catar,0,0,0.0
460,2021,Catar,1,2,2.0
461,2022,Catar,0,0,0.0
462,2023,Catar,5,18,3.6
463,2024,Catar,0,0,0.0
465,2010,Ilhas Cayman,0,0,0.0
466,2011,Ilhas Cayman,0,0,0.0
467,2012,Ilhas Cayman,0,0,0.0
468,2013,Ilhas Cayman,0,0,0.0
469,2014,Ilhas Cayman,0,0,0.0
470,2015,Ilhas Cayman,0,0,0.0
471,2016,Ilhas Cayman,0,0,0.0
472,2017,Ilhas Cayman,0,0,0.0
473,2018,Ilhas Cayman,19,203,10.68421052631579
474,2019,Ilhas Cayman,19,106,5.578947368421052
475,2020,Ilhas Cayman,123,339,2.7560975609756095
476,2021,Ilhas Cayman,104,356,3.423076923076923
477,2022,Ilhas Cayman,160,958,5.9875
478,2023,Ilhas Cayman,438,2632,6.0091324200913245
479,2024,Ilhas Cayman,180,591,3.283333333333333
481,2010,Chile,0,0,0.0
482,2011,Chile,0,0,0.0
483,2012,Chile,8550,15438,1.8056140350877192
484,2013,Chile,0,0,0.0
485,2014,Chile,0,0,0.0
486,2015,Chile,0,0,0.0
487,2016,Chile,0,0,0.0
488,2017,Chile,0,0,0.0
489,2018,Chile,11049,42832,3.8765499140193684
490,2019,Chile,0,0,0.0
491,2020,Chile,11,13,1.1818181818181819
492,2021,Chile,26,6,0.23076923076923078
493,2022,Chile,2094,7986,3.8137535816618913
494,2023,Chile,9,63,7.0
495,2024,Chile,0,0,0.0
497,2010,China,795,2358,2.9660377358490564
498,2011,China,54156,334867,6.1833776497525665
499,2012,China,87905,642177,7.305352369034753
500,2013,China,40929,279956,6.840040069388453
501,2014,China,64040,455340,7.110243597751405
502,2015,China,47609,222866,4.681173727656535
503,2016,China,134106,499622,3.725575291187568
504,2017,China,67594,266086,3.9365328283575467
505,2018,China,30835,126336,4.097162315550511
506,2019,China,129852,376828,2.9019807165080245
507,2020,China,122253,363000,2.969252288287404
508,2021,China,61884,264116,4.267920625686769
509,2022,China,105395,404647,3.839337729493809
510,2023,China,73917,183096,2.477048581517107
511,2024,China,34231,182595,5.334199994157343
513,2010,Chipre,0,0,0.0
514,2011,Chipre,0,0,0.0
515,2012,Chipre,0,0,0.0
516,2013,Chipre,0,0,0.0
517,2014,Chipre,0,0,0.0
518,2015,Chipre,0,0,0.0
519,2016,Chipre,0,0,0.0
520,2017,Chipre,0,0,0.0
521,2018,Chipre,279,480,1.7204301075268817
522,2019,Chipre,672,1843,2.7425595238095237
523,2020,Chipre,2478,6785,2.738095238095238
524,2021,Chipre,1855,4530,2.442048517520216
525,2022,Chipre,1521,4458,2.9309664694280078
526,2023,Chipre,524,2995,5.715648854961832
527,2024,Chipre,988,4308,4.3603238866396765
529,2010,Cingapura,1533,5504,3.5903457273320285
530,2011,Cingapura,911,3317,3.641053787047201
531,2012,Cingapura,1212,5310,4.381188118811881
532,2013,Cingapura,766,5779,7.544386422976501
533,2014,Cingapura,541,3887,7.184842883548983
534,2015,Cingapura,1116,2774,2.485663082437276
535,2016,Cingapura,5445,13199,2.424058769513315
536,2017,Cingapura,0,0,0.0
537,2018,Cingapura,3298,11616,3.522134627046695
538,2019,Cingapura,5044,19099,3.786478984932593
539,2020,Cingapura,4049,9316,2.3008150160533467
540,2021,Cingapura,0,0,0.0
541,2022,Cingapura,0,0,0.0
542,2023,Cingapura,0,0,0.0
543,2024,Cingapura,0,0,0.0
545,2010,"Cocos (Keeling), Ilhas",0,0,0.0
546,2011,"Cocos (Keeling), Ilhas",0,0,0.0
547,2012,"Cocos (Keeling), Ilhas",0,0,0.0
548,2013,"Cocos (Keeling), Ilhas",0,0,0.0
549,2014,"Cocos (Keeling), Ilhas",0,0,0.0
550,2015,"Cocos (Keeling), Ilhas",0,0,0.0
551,2016,"Cocos (Keeling), Ilhas",0,0,0.0
552,2017,"Cocos (Keeling), Ilhas",0,0,0.0
553,2018,"Cocos (Keeling), Ilhas",0,0,0.0
554,2019,"Cocos (Keeling), Ilhas",0,0,0.0
555,2020,"Cocos (Keeling), Ilhas",0,0,0.0
556,2021,"Cocos (Keeling), Ilhas",0,0,0.0
557,2022,"Cocos (Keeling), Ilhas",26,60,2.3076923076923075
558,2023,"Cocos (Keeling), Ilhas",0,0,0.0
559,2024,"Cocos (Keeling), Ilhas",0,0,0.0
561,2010,Colombia,0,0,0.0
