,ano,pais,quantidade_exportacao,valor_exportacao,us$/l
1709,2022,Paraguai,5076670,7156293,1.4096431322106815
1710,2023,Paraguai,3780378,5517263,1.4594474414992362
1711,2024,Paraguai,3705268,5121857,1.3823175543577415
1713,2010,Peru,0,0,0.0
1714,2011,Peru,0,0,0.0
1715,2012,Peru,0,0,0.0
1716,2013,Peru,0,0,0.0
1717,2014,Peru,0,0,0.0
1718,2015,Peru,0,0,0.0
1719,2016,Peru,0,0,0.0
1720,2017,Peru,0,0,0.0
1721,2018,Peru,5193,19372,3.7304063161948777
1722,2019,Peru,9755,17310,1.7744746283956945
1723,2020,Peru,0,0,0.0
1724,2021,Peru,9720,17107,1.7599794238683129
1725,2022,Peru,0,0,0.0
1726,2023,Peru,47277,84282,1.7827273304143665
1727,2024,Peru,0,0,0.0
1729,2010,Pitcairn,0,0,0.0
1730,2011,Pitcairn,0,0,0.0
1731,2012,Pitcairn,0,0,0.0
1732,2013,Pitcairn,0,0,0.0
1733,2014,Pitcairn,0,0,0.0
1734,2015,Pitcairn,0,0,0.0
1735,2016,Pitcairn,0,0,0.0
1736,2017,Pitcairn,0,0,0.0
1737,2018,Pitcairn,0,0,0.0
1738,2019,Pitcairn,0,0,0.0
1739,2020,Pitcairn,0,0,0.0
1740,2021,Pitcairn,0,0,0.0
1741,2022,Pitcairn,0,0,0.0
1742,2023,Pitcairn,11,22,2.0
1743,2024,Pitcairn,0,0,0.0
1745,2010,Polonia,20464,95198,4.651974198592651
1746,2011,Polonia,11732,50684,4.320150017047392
1747,2012,Polonia,21663,89158,4.1156811152656605
1748,2013,Polonia,19249,90960,4.725440282612084
1749,2014,Polonia,30181,107957,3.576985520691826
1750,2015,Polonia,11654,42781,3.6709284365882957
1751,2016,Polonia,11457,35402,3.0899886532251024
1752,2017,Polonia,0,0,0.0
1753,2018,Polonia,720,4679,6.498611111111111
1754,2019,Polonia,5,11,2.2
1755,2020,Polonia,74,86,1.162162162162162
1756,2021,Polonia,4,14,3.5
1757,2022,Polonia,0,0,0.0
1758,2023,Polonia,298,590,1.9798657718120805
1759,2024,Polonia,0,0,0.0
1761,2010,Porto Rico,0,0,0.0
1762,2011,Porto Rico,0,0,0.0
1763,2012,Porto Rico,0,0,0.0
1764,2013,Porto Rico,0,0,0.0
1765,2014,Porto Rico,0,0,0.0
1766,2015,Porto Rico,0,0,0.0
1767,2016,Porto Rico,0,0,0.0
1768,2017,Porto Rico,0,0,0.0
1769,2018,Porto Rico,0,0,0.0
1770,2019,Porto Rico,0,0,0.0
1771,2020,Porto Rico,0,0,0.0
1772,2021,Porto Rico,0,0,0.0
1773,2022,Porto Rico,0,0,0.0
1774,2023,Porto Rico,0,0,0.0
1775,2024,Porto Rico,0,0,0.0
1777,2010,Portugal,4577,18970,4.144636224601268
1778,2011,Portugal,95,1031,10.852631578947369
1779,2012,Portugal,47172,47022,0.9968201475451539
1780,2013,Portugal,23810,17627,0.7403191936161276
1781,2014,Portugal,71544,79141,1.1061864027731187
1782,2015,Portugal,47736,42586,0.8921149656443774
1783,2016,Portugal,0,0,0.0
1784,2017,Portugal,0,0,0.0
1785,2018,Portugal,0,0,0.0
1786,2019,Portugal,18328,72413,3.9509493670886076
1787,2020,Portugal,7958,34518,4.337521990449861
1788,2021,Portugal,6358,42633,6.705410506448569
1789,2022,Portugal,1918,7613,3.9692387904066737
1790,2023,Portugal,13742,46311,3.3700334740212488
1791,2024,Portugal,26340,50923,1.9332953682611997
1793,2010,Quenia,0,0,0.0
1794,2011,Quenia,0,0,0.0
1795,2012,Quenia,94,458,4.872340425531915
1796,2013,Quenia,6,4,0.6666666666666666
1797,2014,Quenia,0,0,0.0
1798,2015,Quenia,0,0,0.0
1799,2016,Quenia,0,0,0.0
1800,2017,Quenia,0,0,0.0
1801,2018,Quenia,6771,31225,4.611578791906661
1802,2019,Quenia,0,0,0.0
1803,2020,Quenia,0,0,0.0
1804,2021,Quenia,0,0,0.0
1805,2022,Quenia,1440,2080,1.4444444444444444
1806,2023,Quenia,0,0,0.0
1807,2024,Quenia,0,0,0.0
1809,2010,Reino Unido,123624,295690,2.3918494790655536
1810,2011,Reino Unido,122629,285642,2.329318513565307
1811,2012,Reino Unido,82937,334856,4.037474227425636
1812,2013,Reino Unido,59161,305005,5.155507851456195
1813,2014,Reino Unido,305807,1373747,4.492202598370868
1814,2015,Reino Unido,68382,308407,4.510061127197216
1815,2016,Reino Unido,117044,536681,4.585292710433683
1816,2017,Reino Unido,60711,242883,4.000642387705688
1817,2018,Reino Unido,67708,296827,4.383928043953447
1818,2019,Reino Unido,34295,164592,4.799300189532001
1819,2020,Reino Unido,22913,82722,3.610264915113691
1820,2021,Reino Unido,25316,122394,4.834650023700426
1821,2022,Reino Unido,18835,138154,7.334961507831165
1822,2023,Reino Unido,11326,84547,7.464859615045029
1823,2024,Reino Unido,14780,106713,7.220094722598105
1825,2010,Republica Dominicana,0,0,0.0
1826,2011,Republica Dominicana,0,0,0.0
1827,2012,Republica Dominicana,0,0,0.0
1828,2013,Republica Dominicana,0,0,0.0
1829,2014,Republica Dominicana,0,0,0.0
1830,2015,Republica Dominicana,0,0,0.0
1831,2016,Republica Dominicana,0,0,0.0
1832,2017,Republica Dominicana,0,0,0.0
1833,2018,Republica Dominicana,0,0,0.0
1834,2019,Republica Dominicana,0,0,0.0
1835,2020,Republica Dominicana,0,0,0.0
1836,2021,Republica Dominicana,0,0,0.0
1837,2022,Republica Dominicana,0,0,0.0
1838,2023,Republica Dominicana,0,0,0.0
1839,2024,Republica Dominicana,0,0,0.0
1841,2010,Russia,0,0,0.0
1842,2011,Russia,0,0,0.0
1843,2012,Russia,4528176,2103968,0.46463918363597173
1844,2013,Russia,5893291,14795694,2.5105995953703966
1845,2014,Russia,190656,61440,0.32225579053373615
1846,2015,Russia,47664,18240,0.3826787512588117
1847,2016,Russia,0,0,0.0
1848,2017,Russia,0,0,0.0
1849,2018,Russia,0,0,0.0
1850,2019,Russia,0,0,0.0
1851,2020,Russia,1463,8550,5.8441558441558445
1852,2021,Russia,181931,312926,1.7200257240382342
1853,2022,Russia,66046,118618,1.7959906731671864
1854,2023,Russia,0,0,0.0
1855,2024,Russia,56,338,6.035714285714286
1857,2010,Sao Cristovao e Nevis,0,0,0.0
1858,2011,Sao Cristovao e Nevis,0,0,0.0
1859,2012,Sao Cristovao e Nevis,0,0,0.0
1860,2013,Sao Cristovao e Nevis,0,0,0.0
1861,2014,Sao Cristovao e Nevis,0,0,0.0
1862,2015,Sao Cristovao e Nevis,0,0,0.0
1863,2016,Sao Cristovao e Nevis,0,0,0.0
1864,2017,Sao Cristovao e Nevis,0,0,0.0
1865,2018,Sao Cristovao e Nevis,0,0,0.0
1866,2019,Sao Cristovao e Nevis,0,0,0.0
1867,2020,Sao Cristovao e Nevis,0,0,0.0
1868,2021,Sao Cristovao e Nevis,0,0,0.0
1869,2022,Sao Cristovao e Nevis,0,0,0.0
1870,2023,Sao Cristovao e Nevis,16,31,1.9375
1871,2024,Sao Cristovao e Nevis,0,0,0.0
1873,2010,Sao Tome e Principe,0,0,0.0
1874,2011,Sao Tome e Principe,0,0,0.0
1875,2012,Sao Tome e Principe,0,0,0.0
1876,2013,Sao Tome e Principe,0,0,0.0
1877,2014,Sao Tome e Principe,0,0,0.0
1878,2015,Sao Tome e Principe,0,0,0.0
1879,2016,Sao Tome e Principe,0,0,0.0
1880,2017,Sao Tome e Principe,0,0,0.0
1881,2018,Sao Tome e Principe,2184,2357,1.0792124542124542
1882,2019,Sao Tome e Principe,0,0,0.0
1883,2020,Sao Tome e Principe,0,0,0.0
1884,2021,Sao Tome e Principe,0,0,0.0
1885,2022,Sao Tome e Principe,0,0,0.0
1886,2023,Sao Tome e Principe,0,0,0.0
1887,2024,Sao Tome e Principe,0,0,0.0
1889,2010,Sao Vicente e Granadinas,0,0,0.0
1890,2011,Sao Vicente e Granadinas,0,0,0.0
1891,2012,Sao Vicente e Granadinas,0,0,0.0
1892,2013,Sao Vicente e Granadinas,0,0,0.0
1893,2014,Sao Vicente e Granadinas,0,0,0.0
1894,2015,Sao Vicente e Granadinas,0,0,0.0
1895,2016,Sao Vicente e Granadinas,0,0,0.0
1896,2017,Sao Vicente e Granadinas,0,0,0.0
1897,2018,Sao Vicente e Granadinas,0,0,0.0
1898,2019,Sao Vicente e Granadinas,0,0,0.0
1899,2020,Sao Vicente e Granadinas,0,0,0.0
1900,2021,Sao Vicente e Granadinas,8,48,6.0
1901,2022,Sao Vicente e Granadinas,20,51,2.55
1902,2023,Sao Vicente e Granadinas,39,139,3.5641025641025643
1903,2024,Sao Vicente e Granadinas,0,0,0.0
1905,2010,Senegal,0,0,0.0
1906,2011,Senegal,0,0,0.0
1907,2012,Senegal,0,0,0.0
1908,2013,Senegal,0,0,0.0
1909,2014,Senegal,0,0,0.0
1910,2015,Senegal,0,0,0.0
1911,2016,Senegal,0,0,0.0
1912,2017,Senegal,0,0,0.0
1913,2018,Senegal,0,0,0.0
1914,2019,Senegal,0,0,0.0
1915,2020,Senegal,0,0,0.0
1916,2021,Senegal,0,0,0.0
1917,2022,Senegal,0,0,0.0
1918,2023,Senegal,0,0,0.0
1919,2024,Senegal,0,0,0.0
1921,2010,Serra Leoa,0,0,0.0
1922,2011,Serra Leoa,0,0,0.0
1923,2012,Serra Leoa,0,0,0.0
1924,2013,Serra Leoa,0,0,0.0
1925,2014,Serra Leoa,0,0,0.0
1926,2015,Serra Leoa,0,0,0.0
1927,2016,Serra Leoa,0,0,0.0
1928,2017,Serra Leoa,0,0,0.0
1929,2018,Serra Leoa,0,0,0.0
1930,2019,Serra Leoa,18,717,39.833333333333336
1931,2020,Serra Leoa,9240,13050,1.4123376623376624
1932,2021,Serra Leoa,6525,12955,1.9854406130268198
1933,2022,Serra Leoa,8101,15182,1.8740896185656093
1934,2023,Serra Leoa,23200,38548,1.661551724137931
1935,2024,Serra Leoa,36608,68151,1.861642263986014
1937,2010,Servia,0,0,0.0
1938,2011,Servia,0,0,0.0
1939,2012,Servia,0,0,0.0
1940,2013,Servia,0,0,0.0
1941,2014,Servia,0,0,0.0
1942,2015,Servia,0,0,0.0
1943,2016,Servia,0,0,0.0
1944,2017,Servia,0,0,0.0
1945,2018,Servia,0,0,0.0
1946,2019,Servia,0,0,0.0
1947,2020,Servia,0,0,0.0
1948,2021,Servia,0,0,0.0
1949,2022,Servia,0,0,0.0
1950,2023,Servia,0,0,0.0
1951,2024,Servia,10482,25379,2.4211982446098075
1953,2010,Singapura,0,0,0.0
1954,2011,Singapura,0,0,0.0
1955,2012,Singapura,0,0,0.0
1956,2013,Singapura,0,0,0.0
1957,2014,Singapura,0,0,0.0
1958,2015,Singapura,0,0,0.0
1959,2016,Singapura,0,0,0.0
1960,2017,Singapura,0,0,0.0
1961,2018,Singapura,0,0,0.0
1962,2019,Singapura,0,0,0.0
1963,2020,Singapura,0,0,0.0
1964,2021,Singapura,4504,14346,3.185168738898757
1965,2022,Singapura,4322,15434,3.5710319296621935
1966,2023,Singapura,3941,19781,5.01928444557219
1967,2024,Singapura,4141,20048,4.841342670852451
1969,2010,Suazilandia,0,0,0.0
1970,2011,Suazilandia,0,0,0.0
1971,2012,Suazilandia,0,0,0.0
1972,2013,Suazilandia,0,0,0.0
1973,2014,Suazilandia,0,0,0.0
1974,2015,Suazilandia,0,0,0.0
1975,2016,Suazilandia,0,0,0.0
1976,2017,Suazilandia,0,0,0.0
1977,2018,Suazilandia,0,0,0.0
1978,2019,Suazilandia,0,0,0.0
1979,2020,Suazilandia,0,0,0.0
1980,2021,Suazilandia,10,24,2.4
1981,2022,Suazilandia,0,0,0.0
1982,2023,Suazilandia,0,0,0.0
1983,2024,Suazilandia,0,0,0.0
1985,2010,Suecia,0,0,0.0
1986,2011,Suecia,1641,14476,8.821450335161487
1987,2012,Suecia,2705,17280,6.388170055452865
1988,2013,Suecia,3195,20183,6.317057902973396
1989,2014,Suecia,10404,51057,4.907439446366782
1990,2015,Suecia,1412,6404,4.5354107648725215
1991,2016,Suecia,291,1214,4.171821305841925
1992,2017,Suecia,15445,64953,4.205438653285853
1993,2018,Suecia,8062,34563,4.28714959067229
1994,2019,Suecia,28,761,27.178571428571427
1995,2020,Suecia,6,24,4.0
1996,2021,Suecia,23,74,3.217391304347826
1997,2022,Suecia,5,18,3.6
1998,2023,Suecia,0,0,0.0
1999,2024,Suecia,0,0,0.0
2001,2010,Suica,2025,21600,10.666666666666666
2002,2011,Suica,0,0,0.0
2003,2012,Suica,4014,47240,11.768809167912307
2004,2013,Suica,2997,29785,9.938271604938272
2005,2014,Suica,27933,231762,8.297067984104823
2006,2015,Suica,15872,85790,5.405115927419355
2007,2016,Suica,4230,33340,7.881796690307328
2008,2017,Suica,6525,74816,11.466053639846743
2009,2018,Suica,0,0,0.0
2010,2019,Suica,2223,28503,12.821862348178138
2011,2020,Suica,2827,27930,9.879731163777857
2012,2021,Suica,627,6999,11.16267942583732
2013,2022,Suica,1584,20863,13.171085858585858
2014,2023,Suica,2500,28763,11.5052
2015,2024,Suica,2350,23791,10.123829787234042
2017,2010,Suriname,1836,1269,0.6911764705882353
2018,2011,Suriname,3774,3735,0.9896661367249603
2019,2012,Suriname,396,1288,3.2525252525252526
2020,2013,Suriname,1800,2960,1.6444444444444444
2021,2014,Suriname,6,19,3.1666666666666665
2022,2015,Suriname,453,713,1.5739514348785872
2023,2016,Suriname,900,1375,1.5277777777777777
2024,2017,Suriname,3690,5638,1.5279132791327914
2025,2018,Suriname,0,0,0.0
2026,2019,Suriname,3206,4741,1.4787897691827823
2027,2020,Suriname,4185,5277,1.260931899641577
2028,2021,Suriname,900,1472,1.6355555555555557
2029,2022,Suriname,1225,3360,2.742857142857143
2030,2023,Suriname,3105,5235,1.6859903381642511
2031,2024,Suriname,27900,71483,2.562114695340502
2033,2010,Tailandia,0,0,0.0
2034,2011,Tailandia,0,0,0.0
2035,2012,Tailandia,0,0,0.0
2036,2013,Tailandia,0,0,0.0
2037,2014,Tailandia,0,0,0.0
2038,2015,Tailandia,0,0,0.0
2039,2016,Tailandia,0,0,0.0
2040,2017,Tailandia,0,0,0.0
2041,2018,Tailandia,8,45,5.625
2042,2019,Tailandia,128,832,6.5
2043,2020,Tailandia,534,1753,3.2827715355805243
2044,2021,Tailandia,1334,2529,1.8958020989505247
2045,2022,Tailandia,432,1713,3.9652777777777777
2046,2023,Tailandia,189,1387,7.338624338624339
2047,2024,Tailandia,266,1910,7.180451127819549
2049,2010,Taiwan,0,0,0.0
2050,2011,Taiwan,4500,10600,2.3555555555555556
2051,2012,Taiwan,0,0,0.0
2052,2013,Taiwan,0,0,0.0
2053,2014,Taiwan,12519,67907,5.424315041137471
2054,2015,Taiwan,7200,23940,3.325
2055,2016,Taiwan,16967,80379,4.7373725467083165
2056,2017,Taiwan,14988,43954,2.9326127568721643
2057,2018,Taiwan,7589,18421,2.427329028857557
2058,2019,Taiwan,12,67,5.583333333333333
2059,2020,Taiwan,963,4673,4.852544132917965
2060,2021,Taiwan,1313,8153,6.20944402132521
2061,2022,Taiwan,25,277,11.08
2062,2023,Taiwan,4208,19998,4.7523764258555135
2063,2024,Taiwan,0,0,0.0
2065,2010,Tanzania,0,0,0.0
2066,2011,Tanzania,0,0,0.0
2067,2012,Tanzania,0,0,0.0
2068,2013,Tanzania,0,0,0.0
2069,2014,Tanzania,0,0,0.0
2070,2015,Tanzania,0,0,0.0
2071,2016,Tanzania,0,0,0.0
2072,2017,Tanzania,0,0,0.0
2073,2018,Tanzania,0,0,0.0
2074,2019,Tanzania,0,0,0.0
2075,2020,Tanzania,0,0,0.0
2076,2021,Tanzania,0,0,0.0
2077,2022,Tanzania,0,0,0.0
2078,2023,Tanzania,0,0,0.0
2079,2024,Tanzania,3,35,11.666666666666666
2081,2010,Republica Tcheca,1091,5285,4.844179651695692
2082,2011,Republica Tcheca,6846,37271,5.444200993280748
2083,2012,Republica Tcheca,7960,27789,3.4910804020100503
2084,2013,Republica Tcheca,3697,23549,6.369759264268326
2085,2014,Republica Tcheca,4500,35005,7.778888888888889
2086,2015,Republica Tcheca,2297,15304,6.662603395733566
2087,2016,Republica Tcheca,3837,28473,7.420641125879594
2088,2017,Republica Tcheca,2746,16947,6.171522214129643
2089,2018,Republica Tcheca,2712,20980,7.73598820058997
2090,2019,Republica Tcheca,2115,16391,7.749881796690308
2091,2020,Republica Tcheca,563,4805,8.534635879218472
2092,2021,Republica Tcheca,456,5988,13.131578947368421
2093,2022,Republica Tcheca,1305,9997,7.660536398467433
2094,2023,Republica Tcheca,405,3348,8.266666666666667
2095,2024,Republica Tcheca,2273,20973,9.227012758468984
2097,2010,Togo,0,0,0.0
2098,2011,Togo,0,0,0.0
2099,2012,Togo,0,0,0.0
2100,2013,Togo,0,0,0.0
2101,2014,Togo,0,0,0.0
2102,2015,Togo,0,0,0.0
2103,2016,Togo,0,0,0.0
2104,2017,Togo,0,0,0.0
2105,2018,Togo,0,0,0.0
2106,2019,Togo,0,0,0.0
2107,2020,Togo,0,0,0.0
2108,2021,Togo,1890,2012,1.0645502645502645
2109,2022,Togo,17317,25608,1.4787780793439973
2110,2023,Togo,14550,25235,1.734364261168385
2111,2024,Togo,27630,48070,1.7397756062251177
2113,2010,Toquelau,0,0,0.0
2114,2011,Toquelau,0,0,0.0
2115,2012,Toquelau,0,0,0.0
2116,2013,Toquelau,0,0,0.0
2117,2014,Toquelau,0,0,0.0
2118,2015,Toquelau,0,0,0.0
2119,2016,Toquelau,0,0,0.0
2120,2017,Toquelau,0,0,0.0
2121,2018,Toquelau,0,0,0.0
2122,2019,Toquelau,0,0,0.0
2123,2020,Toquelau,0,0,0.0
2124,2021,Toquelau,0,0,0.0
2125,2022,Toquelau,0,0,0.0
2126,2023,Toquelau,3,10,3.3333333333333335
2127,2024,Toquelau,0,0,0.0
2129,2010,Trindade e Tobago,0,0,0.0
2130,2011,Trindade e Tobago,0,0,0.0
2131,2012,Trindade e Tobago,531,2720,5.12241054613936
2132,2013,Trindade e Tobago,0,0,0.0
2133,2014,Trindade e Tobago,360,1600,4.444444444444445
2134,2015,Trindade e Tobago,0,0,0.0
2135,2016,Trindade e Tobago,0,0,0.0
2136,2017,Trindade e Tobago,0,0,0.0
2137,2018,Trindade e Tobago,0,0,0.0
2138,2019,Trindade e Tobago,0,0,0.0
2139,2020,Trindade e Tobago,0,0,0.0
2140,2021,Trindade e Tobago,0,0,0.0
2141,2022,Trindade e Tobago,0,0,0.0
2142,2023,Trindade e Tobago,0,0,0.0
2143,2024,Trindade e Tobago,64,199,3.109375
2145,2010,Tunisia,0,0,0.0
2146,2011,Tunisia,0,0,0.0
2147,2012,Tunisia,0,0,0.0
2148,2013,Tunisia,0,0,0.0
2149,2014,Tunisia,0,0,0.0
2150,2015,Tunisia,0,0,0.0
2151,2016,Tunisia,0,0,0.0
2152,2017,Tunisia,0,0,0.0
2153,2018,Tunisia,0,0,0.0
2154,2019,Tunisia,0,0,0.0
2155,2020,Tunisia,0,0,0.0
2156,2021,Tunisia,0,0,0.0
2157,2022,Tunisia,0,0,0.0
2158,2023,Tunisia,0,0,0.0
2159,2024,Tunisia,0,0,0.0
2161,2010,Turquia,0,0,0.0
2162,2011,Turquia,0,0,0.0
2163,2012,Turquia,0,0,0.0
2164,2013,Turquia,0,0,0.0
2165,2014,Turquia,0,0,0.0
2166,2015,Turquia,0,0,0.0
2167,2016,Turquia,0,0,0.0
2168,2017,Turquia,0,0,0.0
2169,2018,Turquia,360,150,0.4166666666666667
2170,2019,Turquia,115,209,1.817391304347826
2171,2020,Turquia,0,0,0.0
2172,2021,Turquia,343,878,2.5597667638483963
2173,2022,Turquia,418,503,1.2033492822966507
2174,2023,Turquia,28104,95421,3.395281810418446
2175,2024,Turquia,216,540,2.5
2177,2010,Tuvalu,0,0,0.0
2178,2011,Tuvalu,0,0,0.0
2179,2012,Tuvalu,0,0,0.0
2180,2013,Tuvalu,0,0,0.0
2181,2014,Tuvalu,0,0,0.0
2182,2015,Tuvalu,0,0,0.0
2183,2016,Tuvalu,0,0,0.0
2184,2017,Tuvalu,0,0,0.0
2185,2018,Tuvalu,0,0,0.0
2186,2019,Tuvalu,0,0,0.0
2187,2020,Tuvalu,2,4,2.0
2188,2021,Tuvalu,0,0,0.0
2189,2022,Tuvalu,0,0,0.0
2190,2023,Tuvalu,0,0,0.0
2191,2024,Tuvalu,0,0,0.0
2193,2010,Uruguai,914,2929,3.2045951859956237
2194,2011,Uruguai,1238,4404,3.5573505654281097
2195,2012,Uruguai,1135,3879,3.4176211453744494
2196,2013,Uruguai,1526,13343,8.743774574049803
2197,2014,Uruguai,0,0,0.0
2198,2015,Uruguai,0,0,0.0
2199,2016,Uruguai,0,0,0.0
2200,2017,Uruguai,0,0,0.0
2201,2018,Uruguai,7711,29617,3.840876669692647
2202,2019,Uruguai,6180,18497,2.993042071197411
2203,2020,Uruguai,0,0,0.0
2204,2021,Uruguai,136774,149842,1.095544474827087
2205,2022,Uruguai,637117,997367,1.565437745343477
2206,2023,Uruguai,326093,454271,1.393071915067174
2207,2024,Uruguai,36729,62325,1.6968880176427346
2209,2010,Vanuatu,0,0,0.0
2210,2011,Vanuatu,0,0,0.0
2211,2012,Vanuatu,0,0,0.0
2212,2013,Vanuatu,0,0,0.0
2213,2014,Vanuatu,0,0,0.0
2214,2015,Vanuatu,0,0,0.0
2215,2016,Vanuatu,0,0,0.0
2216,2017,Vanuatu,0,0,0.0
2217,2018,Vanuatu,0,0,0.0
2218,2019,Vanuatu,0,0,0.0
2219,2020,Vanuatu,18,31,1.7222222222222223
2220,2021,Vanuatu,0,0,0.0
2221,2022,Vanuatu,0,0,0.0
2222,2023,Vanuatu,0,0,0.0
2223,2024,Vanuatu,0,0,0.0
2225,2010,Venezuela,0,0,0.0
2226,2011,Venezuela,0,0,0.0
2227,2012,Venezuela,1029,7492,7.280855199222546
2228,2013,Venezuela,0,0,0.0
2229,2014,Venezuela,14,232,16.571428571428573
2230,2015,Venezuela,0,0,0.0
2231,2016,Venezuela,0,0,0.0
2232,2017,Venezuela,680,2646,3.8911764705882352
2233,2018,Venezuela,71,355,5.0
2234,2019,Venezuela,0,0,0.0
2235,2020,Venezuela,4086,9808,2.400391581008321
2236,2021,Venezuela,26415,35944,1.3607420026500094
2237,2022,Venezuela,23220,32351,1.393238587424634
2238,2023,Venezuela,141030,220512,1.5635822165496702
2239,2024,Venezuela,122922,199418,1.622313336912839
2241,2010,Vietna,8820,9977,1.1311791383219956
2242,2011,Vietna,0,0,0.0
2243,2012,Vietna,0,0,0.0
2244,2013,Vietna,0,0,0.0
2245,2014,Vietna,0,0,0.0
2246,2015,Vietna,0,0,0.0
2247,2016,Vietna,0,0,0.0
2248,2017,Vietna,0,0,0.0
2249,2018,Vietna,0,0,0.0
2250,2019,Vietna,20,32,1.6
2251,2020,Vietna,86,584,6.790697674418604
2252,2021,Vietna,0,0,0.0
2253,2022,Vietna,130,277,2.1307692307692307
2254,2023,Vietna,72,128,1.7777777777777777
2255,2024,Vietna,16,41,2.5625
